Unnamed: 0,week_of_outbreak,state_ut,district,Disease,Cases,Deaths,day,mon,year,Latitude,Longitude,preci,LAI,Temp
4673,16th week,Maharashtra,Dhule,Dengue,18,1.0,16,4,2014,21.13170235,74.48990147,0.0003070607409,5.0,320.93333340000004
4676,16th week,Maharashtra,Thane,Dengue,20,1.0,29,3,2014,19.1943294,72.9701779,6.47e-05,,315.53000000000003
4681,17th week,Maharashtra,Dhule,Dengue,14,,17,4,2014,21.13170235,74.48990147,0.0003582729767,5.0,321.36
4686,18th week,Maharashtra,Thane,Dengue,14,,20,4,2014,19.1943294,72.9701779,0.01034601794,9.0,315.49
4700,20th week,Maharashtra,Ahmednagar,Dengue,16,,14,5,2014,19.1627725,74.8580243,0.003028381786,4.0,319.06
4704,20th week,Maharashtra,Ahmednagar,Dengue,20,,25,4,2014,19.1627725,74.8580243,0.0348545065,5.0,315.9166666
4713,21st week,Maharashtra,Gondia,Malaria,8,1.0,26,5,2014,21.455228,80.1962729,0.01192711893,9.0,314.5
4719,22nd week,Maharashtra,Beed,Dengue,12,,29,5,2014,18.9918442,75.909784,0.0001244868257,3.0,319.45
4740,23rd week,Maharashtra,Jalna,Dengue,28,,31,5,2014,19.91883295,75.87085986,0.0006152937121,3.0,318.66
4741,23rd week,Maharashtra,Nashik,Dengue,24,,2,6,2014,20.0112475,73.7902364,0.1594878922,,312.3966666
4749,23rd week,Maharashtra,Amravati,Dengue,17,,16,5,2014,20.9521098,77.7333168,0.002279639878,,322.6266666
4750,23rd week,Maharashtra,Ahmednagar,Dengue,20,,25,4,2014,19.1627725,74.8580243,0.0348545065,5.0,315.9166666
4752,23rd week,Maharashtra,Bhandara,Dengue,31,,26,3,2014,21.12304765,79.79390882,0.0009984167211,7.0,312.03000000000003
4764,24th week,Maharashtra,Gadchiroli,Malaria,60,3.0,13,6,2014,19.75907035,80.16228073,0.0228762486,9.0,313.93333340000004
4798,26th week,Maharashtra,Beed,Dengue,21,,18,6,2014,18.9918442,75.909784,0.0501442662,,316.77500000000003
4807,26th week,Maharashtra,Gadchiroli,Malaria,11,1.0,16,6,2014,19.75907035,80.16228073,0.05543978912,9.0,316.4733334
4859,29th week,Maharashtra,Beed,Dengue,34,,17,7,2014,18.9918442,75.909784,0.4463907216,2.0,
4893,30th week,Maharashtra,Beed,Dengue,34,,17,7,2014,18.9918442,75.909784,0.4463907216,2.0,
4895,30th week,Maharashtra,Sangli,Dengue,7,,14,7,2014,17.1726928,74.58676543,0.6972850985,3.0,301.94
4896,30th week,Maharashtra,Sangli,Malaria,29,,16,7,2014,17.1726928,74.58676543,0.5561390554,3.0,301.94
4926,31st week,Maharashtra,Ahmednagar,Dengue,10,,12,7,2014,19.1627725,74.8580243,0.365054979,,313.56
4933,32nd week,Maharashtra,Osmanabad,Dengue,10,1.0,7,8,2014,18.16984395,76.11796321,0.4268564407,7.0,306.24
4956,33rd week,Maharashtra,Amravati,Dengue,25,1.0,7,8,2014,20.9521098,77.7333168,0.6478139446,6.0,
4958,33rd week,Maharashtra,Nashik,Dengue,10,,8,8,2014,20.0112475,73.7902364,1.012877882,4.0,296.42
4977,34th week,Maharashtra,Beed,Dengue,32,,16,8,2014,18.9918442,75.909784,0.1220243953,4.0,309.1466666
4979,34th week,Maharashtra,Jalgaon,Dengue,55,,9,8,2014,20.84288265,75.52612464,0.2843866535,8.0,298.58
5000,35th week,Maharashtra,Ahmednagar,Malaria,14,,22,8,2014,19.1627725,74.8580243,0.2078403457,7.0,304.35
5002,35th week,Maharashtra,Nanded,Dengue,124,,25,8,2014,19.09400875,77.48319215,0.2181573568,14.0,307.888
5016,35th week,Maharashtra,Nagpur,Dengue,36,,11,8,2014,21.1498134,79.0820556,0.4583644864,11.0,308.07
5028,36th week,Maharashtra,Akola,Dengue,101,1.0,1,9,2014,20.76181225,77.19211567,1.449853358,9.0,
5029,36th week,Maharashtra,Nashik,Dengue,26,,1,9,2014,20.0112475,73.7902364,3.080969198,5.0,
5030,36th week,Maharashtra,Nashik,Malaria,65,,15,8,2014,20.0112475,73.7902364,0.4786675808,8.0,300.6
5050,37th week,Maharashtra,Gadchiroli,Malaria,17,1.0,4,9,2014,19.75907035,80.16228073,1.129491128,14.0,301.24
5064,37th week,Maharashtra,Satara,Dengue,29,,12,8,2014,17.63612885,74.29827808,0.1562300671,,305.71
5074,38th week,Maharashtra,Washim,Dengue,28,1.0,14,9,2014,20.28741775,77.2369655,0.705854471,,296.78000000000003
5083,38th week,Maharashtra,Chandrapur,Dengue,203,,16,8,2014,20.0967555,79.50454752,0.07242927172,15.0,301.8666666
5084,38th week,Maharashtra,Jalna,Dengue,15,2.0,10,9,2014,19.91883295,75.87085986,1.510543968,10.0,301.87
5105,39th week,Maharashtra,Gadchiroli,Malaria,12,1.0,17,9,2014,19.75907035,80.16228073,0.5640343903,22.0,302.1
5114,40th week,Maharashtra,Amravati,Dengue,156,,26,9,2014,20.9521098,77.7333168,0.02353522183,22.0,302.8566666
5116,40th week,Maharashtra,Jalgaon,Dengue,25,,29,9,2014,20.84288265,75.52612464,0.004048963017,,305.05
5135,41st week,Maharashtra,Nagpur,Dengue,30,1.0,20,9,2014,21.1498134,79.0820556,0.05902523312,18.0,303.068
5139,42nd week,Maharashtra,Ahmednagar,Dengue,11,,8,10,2014,19.1627725,74.8580243,0.01178910545,,311.768
5142,42nd week,Maharashtra,Jalna,Dengue,20,1.0,6,10,2014,19.91883295,75.87085986,0.009091637421,13.0,310.4833334
5172,44th week,Maharashtra,Nagpur,Dengue,49,2.0,3,10,2014,21.1498134,79.0820556,0.000804808209,19.0,306.6533334
5173,44th week,Maharashtra,Nashik,Dengue,10,,9,10,2014,20.0112475,73.7902364,0.1019110467,19.0,304.5966666
5174,44th week,Maharashtra,Wardha,Dengue,18,2.0,28,8,2014,20.82562315,78.6131455,0.6756161029,,302.42
5185,45th week,Maharashtra,Dhule,Malaria,12,1.0,30,10,2014,21.13170235,74.48990147,0.001711687534,9.0,307.33
5186,45th week,Maharashtra,Gadchiroli,Malaria,70,,2,11,2014,19.75907035,80.16228073,0.017084173,23.0,300.476
5187,45th week,Maharashtra,Gadchiroli,Malaria,42,,6,11,2014,19.75907035,80.16228073,5.7e-05,23.0,301.2
5193,45th week,Maharashtra,Wardha,Dengue,51,2.0,3,9,2014,20.82562315,78.6131455,1.376183066,10.0,301.68
5200,46th week,Maharashtra,Nashik,Dengue,27,,5,11,2014,20.0112475,73.7902364,5.36e-05,9.0,306.46
5216,47th week,Maharashtra,Ahmednagar,Dengue,55,,12,11,2014,19.1627725,74.8580243,0.02581867873,7.0,308.332
5217,47th week,Maharashtra,Gadchiroli,Malaria,4,2.0,12,11,2014,19.75907035,80.16228073,0.1224022139,20.0,300.82
5222,47th week,Maharashtra,Bhandara,Dengue,77,7.0,15,8,2014,21.12304765,79.79390882,0.2221854029,13.0,304.5733334
5243,49th week,Maharashtra,Nagpur,Dengue,16,3.0,20,10,2014,21.1498134,79.0820556,0.05673374227,17.0,304.028
5244,49th week,Maharashtra,Nagpur,Dengue,22,1.0,9,11,2014,21.1498134,79.0820556,7.7e-05,,305.4066666
5249,50th week,Maharashtra,Ratnagiri,Dengue,46,,2,12,2014,17.2826079,73.4569787,0.0003383787763,,303.97
5254,50th week,Maharashtra,Amravati,Dengue,32,,24,11,2014,20.9521098,77.7333168,0.001515152045,,307.4233334
5271,1st week,Maharashtra,Ahmednagar,Dengue,12,,24,12,2012,19.1627725,74.8580243,5.97e-05,5.0,305.648
5293,5th week,Maharashtra,Satara,Dengue,18,,8,1,2013,17.63612885,74.29827808,0.0009115425988,,309.36333340000004
5318,10th week,Maharashtra,Kolhapur,Dengue,28,,2,3,2013,16.7028412,74.2405329,3.82e-05,6.0,311.09000000000003
5340,12th week,Maharashtra,Raigad,Dengue,27,,10,3,2013,18.4928092,73.13807095,4.03e-05,8.0,313.8
5348,13th week,Maharashtra,Beed,Dengue,23,,25,3,2013,18.9918442,75.909784,3.17e-05,3.0,321.1033334
5351,13th week,Maharashtra,Raigad,Dengue,22,,16,3,2013,18.4928092,73.13807095,0.0007016275189,8.0,311.75
5357,14th week,Maharashtra,Beed,Dengue,16,1.0,28,3,2013,18.9918442,75.909784,3.16e-05,3.0,321.704
5358,14th week,Maharashtra,Sangli,Dengue,20,,28,3,2013,17.1726928,74.58676543,0.0004285438886,5.0,313.90000000000003
5364,15th week,Maharashtra,Gadchiroli,Dengue,12,,4,4,2013,19.75907035,80.16228073,0.009566447066,7.0,313.96
5399,17th week,Maharashtra,Gondia,Dengue,22,,8,4,2013,21.455228,80.1962729,0.01984638338,7.0,315.512
5451,20th week,Maharashtra,Ahmednagar,Dengue,13,,23,4,2013,19.1627725,74.8580243,0.0005994831715,,320.8
5452,20th week,Maharashtra,Gadchiroli,Malaria,42,,4,4,2013,19.75907035,80.16228073,0.009566447066,7.0,313.96
5471,21st week,Maharashtra,Sangli,Dengue,14,,17,4,2013,17.1726928,74.58676543,0.003007406395,5.0,318.94
5488,22nd week,Maharashtra,Chandrapur,Dengue,110,,7,4,2013,20.0967555,79.50454752,0.04769793704,,314.0933334
5489,22nd week,Maharashtra,Kolhapur,Dengue,11,,19,5,2013,16.7028412,74.2405329,0.01053841209,6.0,312.255
5490,22nd week,Maharashtra,Raigad,Malaria,30,,14,5,2013,18.4928092,73.13807095,0.005519854204,8.0,312.7033334
5524,24th week,Maharashtra,Dhule,Dengue,35,1.0,13,6,2013,21.13170235,74.48990147,0.5264219424,3.0,309.2333334
5550,25th week,Maharashtra,Sangli,Dengue,38,1.0,8,6,2013,17.1726928,74.58676543,0.9695302847,5.0,310.43333340000004
5571,26th week,Maharashtra,Thane,Malaria,11,,26,6,2013,19.1943294,72.9701779,0.8130746753,,
5585,26th week,Maharashtra,Nashik,Malaria,25,,14,6,2013,20.0112475,73.7902364,0.6287406888,2.0,309.0933334
5630,28th week,Maharashtra,Raigad,Malaria,34,,8,7,2013,18.4928092,73.13807095,1.196330382,2.0,
5698,30th week,Maharashtra,Thane,Malaria,37,,17,7,2013,19.1943294,72.9701779,2.168992828,1.0,
5717,30th week,Maharashtra,Aurangabad,Dengue,21,,30,6,2013,19.877263,75.3390241,0.8336507839,3.0,
5718,30th week,Maharashtra,Beed,Dengue,24,,9,7,2013,18.9918442,75.909784,0.2396789167,2.0,290.88
5745,31st week,Maharashtra,Raigad,Dengue,50,,19,7,2013,18.4928092,73.13807095,2.505998961,,301.76
5778,32nd week,Maharashtra,Jalgaon,Dengue,31,,30,7,2013,20.84288265,75.52612464,1.050378125,7.0,
5779,32nd week,Maharashtra,Nagpur,Dengue,12,,17,7,2013,21.1498134,79.0820556,1.853925705,1.0,
5812,34th week,Maharashtra,Gadchiroli,Dengue,13,1.0,16,8,2013,19.75907035,80.16228073,0.8773654752,6.0,
5828,34th week,Maharashtra,Kolhapur,Dengue,17,,13,8,2013,16.7028412,74.2405329,0.1271391726,,302.82
5843,35th week,Maharashtra,Jalgaon,Dengue,104,,27,8,2013,20.84288265,75.52612464,1.691385161,7.0,284.86
5864,35th week,Maharashtra,Jalgaon,Dengue,28,,20,8,2013,20.84288265,75.52612464,0.1097119038,,300.1
5865,35th week,Maharashtra,Wardha,Malaria,70,,4,7,2013,20.82562315,78.6131455,0.9050800694,,
5942,38th week,Maharashtra,Gadchiroli,Malaria,12,1.0,17,9,2013,19.75907035,80.16228073,0.7090043756,14.0,302.12
5968,39th week,Maharashtra,Nashik,Dengue,16,,23,9,2013,20.0112475,73.7902364,1.12911524,8.0,297.95
5976,39th week,Maharashtra,Beed,Dengue,14,,17,9,2013,18.9918442,75.909784,0.7619521914,13.0,301.28000000000003
5986,40th week,Maharashtra,Nashik,Dengue,14,,27,9,2013,20.0112475,73.7902364,1.667842004,8.0,298.77
5987,40th week,Maharashtra,Nashik,Dengue,14,,26,9,2013,20.0112475,73.7902364,1.67262462,8.0,297.95
5997,40th week,Maharashtra,Ahmednagar,Dengue,27,,4,9,2013,19.1627725,74.8580243,0.04018903263,11.0,308.145
5999,40th week,Maharashtra,Wardha,Dengue,12,1.0,2,9,2013,20.82562315,78.6131455,0.2041113518,20.0,303.25
6024,41st week,Maharashtra,Ahmednagar,Dengue,17,,17,9,2013,19.1627725,74.8580243,1.019560666,12.0,302.872
6051,42nd week,Maharashtra,Ahmednagar,Dengue,18,,2,10,2013,19.1627725,74.8580243,0.178340962,14.0,303.856
6061,43rd week,Maharashtra,Beed,Dengue,10,,16,10,2013,18.9918442,75.909784,0.2564309264,,301.36400000000003
6062,43rd week,Maharashtra,Beed,Dengue,13,,18,10,2013,18.9918442,75.909784,0.1287272119,15.0,301.8766666
6124,45th week,Maharashtra,Ahmednagar,Dengue,22,,2,10,2013,19.1627725,74.8580243,0.178340962,14.0,303.856
6125,45th week,Maharashtra,Nashik,Dengue,10,,26,9,2013,20.0112475,73.7902364,1.67262462,8.0,297.95
6146,46th week,Maharashtra,Nandurbar,Malaria,22,,28,10,2013,21.51450155,74.54070115,0.01294733007,11.0,306.6
6156,47th week,Maharashtra,Ahmednagar,Dengue,37,,9,9,2013,19.1627725,74.8580243,0.05936781401,11.0,308.568
6157,47th week,Maharashtra,Ahmednagar,Dengue,42,1.0,24,10,2013,19.1627725,74.8580243,0.02859810192,,305.528
6158,47th week,Maharashtra,Chandrapur,Dengue,57,,1,10,2013,20.0967555,79.50454752,0.0773537682,22.0,302.668
6159,47th week,Maharashtra,Thane,Dengue,54,,22,10,2013,19.1943294,72.9701779,0.2187556603,24.0,302.07
6170,48th week,Maharashtra,Raigad,Dengue,60,,25,10,2013,18.4928092,73.13807095,0.0145674039,21.0,302.6966666
6171,48th week,Maharashtra,Thane,Dengue,52,,19,11,2013,19.1943294,72.9701779,5.58e-05,15.0,304.2866666
6177,49th week,Maharashtra,Ahmednagar,Dengue,15,1.0,21,11,2013,19.1627725,74.8580243,5.19e-05,9.0,306.0
6219,2nd week,Maharashtra,Pune,Dengue,17,,20,12,2011,18.521428,73.8544541,7.14e-05,9.0,302.40000000000003
6235,4th week,Maharashtra,Pune,Dengue,17,,20,12,2011,18.521428,73.8544541,7.14e-05,9.0,302.40000000000003
6290,12th week,Maharashtra,Sangli,Dengue,71,,6,3,2012,17.1726928,74.58676543,5.56e-05,4.0,314.5333334
6378,19th week,Maharashtra,Bhandara,Dengue,18,2.0,7,5,2012,21.12304765,79.79390882,0.003808100646,,320.99
6397,19th week,Maharashtra,Nashik,Dengue,16,,20,4,2012,20.0112475,73.7902364,0.00453315594,5.0,316.672
6415,20th week,Maharashtra,Raigad,Dengue,167,,8,5,2012,18.4928092,73.13807095,0.001290552815,,313.23
6416,20th week,Maharashtra,Solapur,Dengue,65,,6,4,2012,17.6912883,75.8841635,0.008667705151,,317.17
6418,20th week,Maharashtra,Chandrapur,Dengue,50,,2,5,2012,20.0967555,79.50454752,0.03155863317,5.0,317.76
6444,21st week,Maharashtra,Gadchiroli,Dengue,7,,13,5,2012,19.75907035,80.16228073,0.02881348535,8.0,317.976
6445,21st week,Maharashtra,Pune,Dengue,6,1.0,7,5,2012,18.521428,73.8544541,0.0004693079357,,317.368
6476,22nd week,Maharashtra,Raigad,Dengue,23,,19,5,2012,18.4928092,73.13807095,0.003096761523,9.0,313.7933334
6509,24th week,Maharashtra,Raigad,Dengue,29,,7,6,2012,18.4928092,73.13807095,0.06133107753,7.0,307.66
6567,26th week,Maharashtra,Raigad,Dengue,11,,20,6,2012,18.4928092,73.13807095,0.9525169582,7.0,305.4133334
6574,26th week,Maharashtra,Thane,Dengue,11,1.0,18,6,2012,19.1943294,72.9701779,0.8124726194,8.0,311.61333340000004
6593,27th week,Maharashtra,Ahmednagar,Malaria,159,,22,6,2012,19.1627725,74.8580243,0.3336660041,3.0,310.492
6594,27th week,Maharashtra,Bhandara,Dengue,69,2.0,28,5,2012,21.12304765,79.79390882,5.48e-05,3.0,321.85
6791,34th week,Maharashtra,Raigad,Malaria,49,,31,7,2012,18.4928092,73.13807095,1.476298942,3.0,291.98
6842,37th week,Maharashtra,Jalgaon,Dengue,130,,29,8,2012,20.84288265,75.52612464,0.5614365342,9.0,304.66
6845,37th week,Maharashtra,Kolhapur,Dengue,20,,16,7,2012,16.7028412,74.2405329,0.2606492405,5.0,307.55
6849,37th week,Maharashtra,Thane,Malaria,87,,3,7,2012,19.1943294,72.9701779,0.5089628613,,303.14
6865,38th week,Maharashtra,Beed,Dengue,32,,14,9,2012,18.9918442,75.909784,0.2390057587,7.0,306.98
6890,39th week,Maharashtra,Osmanabad,Dengue,35,,10,9,2012,18.16984395,76.11796321,0.3708471616,7.0,301.8333334
6920,41st week,Maharashtra,Beed,Dengue,15,,29,9,2012,18.9918442,75.909784,0.07518227519,,306.6366666
6922,41st week,Maharashtra,Jalgaon,Dengue,32,,1,10,2012,20.84288265,75.52612464,0.03038933806,15.0,304.0933334
6925,41st week,Maharashtra,Ahmednagar,Dengue,283,,22,9,2012,19.1627725,74.8580243,0.3565896413,10.0,304.884
6928,42nd week,Maharashtra,Aurangabad,Dengue,63,1.0,12,10,2012,19.877263,75.3390241,0.09692533263,14.0,305.7333334
6929,42nd week,Maharashtra,Dhule,Dengue,10,,12,10,2012,21.13170235,74.48990147,0.02264765343,14.0,307.492
6933,42nd week,Maharashtra,Ahmednagar,Dengue,37,,21,9,2012,19.1627725,74.8580243,0.2206165836,,304.22
6934,42nd week,Maharashtra,Thane,Dengue,18,,10,8,2012,19.1943294,72.9701779,1.187703623,3.0,
6947,44th week,Maharashtra,Beed,Dengue,33,,22,10,2012,18.9918442,75.909784,0.02021514221,,312.15000000000003
6948,44th week,Maharashtra,Beed,Dengue,14,1.0,25,10,2012,18.9918442,75.909784,0.06779953158,10.0,309.65000000000003
6950,44th week,Maharashtra,Dhule,Dengue,31,,29,10,2012,21.13170235,74.48990147,0.005982850584,10.0,310.3
6962,45th week,Maharashtra,Dhule,Dengue,23,,5,11,2012,21.13170235,74.48990147,0.0001290114255,7.0,306.4033334
6963,45th week,Maharashtra,Thane,Dengue,25,1.0,6,11,2012,19.1943294,72.9701779,0.003189072117,17.0,301.5266666
6965,45th week,Maharashtra,Ratnagiri,Dengue,30,,24,10,2012,17.2826079,73.4569787,0.04375049579,27.0,303.204
6973,46th week,Maharashtra,Beed,Dengue,10,,12,11,2012,18.9918442,75.909784,0.007585506742,8.0,308.0466666
6976,46th week,Maharashtra,Aurangabad,Dengue,22,,21,10,2012,19.877263,75.3390241,6.86e-05,11.0,309.136
6977,46th week,Maharashtra,Beed,Dengue,10,,3,11,2012,18.9918442,75.909784,0.1587861116,7.0,307.948
6985,47th week,Maharashtra,Nashik,Dengue,20,,8,11,2012,20.0112475,73.7902364,0.0002178314227,,305.06333340000003
6994,48th week,Maharashtra,Kolhapur,Dengue,41,,12,11,2012,16.7028412,74.2405329,0.0394037879,10.0,305.42
7005,49th week,Maharashtra,Ahmednagar,Dengue,11,,26,11,2012,19.1627725,74.8580243,0.0005671242033,6.0,306.5433334
7006,49th week,Maharashtra,Dhule,Dengue,26,,26,11,2012,21.13170235,74.48990147,2.4e-05,6.0,308.06
7007,49th week,Maharashtra,Osmanabad,Dengue,16,1.0,22,10,2012,18.16984395,76.11796321,0.1760734899,,311.41
7008,49th week,Maharashtra,Ratnagiri,Dengue,21,,22,11,2012,17.2826079,73.4569787,5.62e-05,17.0,304.49333340000004
7016,50th week,Maharashtra,Nashik,Dengue,22,1.0,10,12,2012,20.0112475,73.7902364,0.0508465061,,303.9566666
7020,50th week,Maharashtra,Amravati,Dengue,87,1.0,15,11,2012,20.9521098,77.7333168,6.51e-05,,306.812
7021,50th week,Maharashtra,Thane,Malaria,9,1.0,14,10,2012,19.1943294,72.9701779,0.1001718731,,302.688
7022,50th week,Maharashtra,Thane,Malaria,10,1.0,13,9,2012,19.1943294,72.9701779,0.9996545403,,298.085
7029,51st week,Maharashtra,Dhule,Dengue,12,,17,12,2012,21.13170235,74.48990147,6.8e-05,,307.344
7030,51st week,Maharashtra,Thane,Dengue,10,1.0,1,10,2012,19.1943294,72.9701779,0.254787485,25.0,301.89
7119,10th week,Maharashtra,Sindhudurg,Dengue,10,0.0,23,2,2011,16.1357193,73.6522086,5.16e-05,15.0,304.5666666
7179,16th week,Maharashtra,Nashik,Malaria,61,1.0,17,4,2011,20.0112475,73.7902364,0.006124711444,5.0,315.97200000000004
7245,20th week,Maharashtra,Ahmednagar,Malaria,30,0.0,20,5,2011,19.1627725,74.8580243,0.03103257406,4.0,316.67
7251,20th week,Maharashtra,Thane,Malaria,20,0.0,2,5,2011,19.1943294,72.9701779,0.01414423926,8.0,314.788
7257,20th week,Maharashtra,Sindhudurg,Dengue,5,0.0,10,5,2011,16.1357193,73.6522086,0.03387456061,17.0,309.056
7265,21st week,Maharashtra,Thane,Malaria,17,0.0,28,5,2011,19.1943294,72.9701779,0.08811730195,9.0,313.812
7433,28th week,Maharashtra,Ratnagiri,Malaria,50,0.0,13,7,2011,17.2826079,73.4569787,1.874268349,5.0,298.6666666
7478,29th week,Maharashtra,Thane,Dengue,32,0.0,6,7,2011,19.1943294,72.9701779,0.3124026777,8.0,299.08
7479,29th week,Maharashtra,Thane,Dengue,11,0.0,4,7,2011,19.1943294,72.9701779,0.4675601562,,300.62
7501,30th week,Maharashtra,Akola,Malaria,41,0.0,27,7,2011,20.76181225,77.19211567,0.5208832049,,309.8
7539,31st week,Maharashtra,Nashik,Dengue,2,1.0,26,7,2011,20.0112475,73.7902364,0.5663983237,4.0,277.14
7558,32nd week,Maharashtra,Jalna,Malaria,14,1.0,6,8,2011,19.91883295,75.87085986,0.4952336925,7.0,
7597,33rd week,Maharashtra,Jalgaon,Malaria,11,0.0,22,7,2011,20.84288265,75.52612464,0.5249020534,4.0,
7674,36th week,Maharashtra,Jalna,Dengue,20,0.0,3,9,2011,19.91883295,75.87085986,0.8533028042,8.0,
7731,38th week,Maharashtra,Pune,Dengue,11,1.0,27,8,2011,18.521428,73.8544541,0.6595170596,7.0,296.92
7764,39th week,Maharashtra,Pune,Dengue,11,1.0,27,8,2011,18.521428,73.8544541,0.6595170596,7.0,296.92
7882,45th week,Maharashtra,Beed,Dengue,19,1.0,13,10,2011,18.9918442,75.909784,0.1481267175,17.0,307.365
7900,46th week,Maharashtra,Ahmednagar,Dengue,10,0.0,4,11,2011,19.1627725,74.8580243,0.001616428911,9.0,306.872
7910,47th week,Maharashtra,Gadchiroli,Malaria,40,1.0,22,11,2011,19.75907035,80.16228073,9.14e-05,18.0,302.78000000000003
7952,50th week,Maharashtra,Raigad,Dengue,47,1.0,7,12,2011,18.4928092,73.13807095,8.4e-05,14.0,305.5233334
7954,50th week,Maharashtra,Nashik,Dengue,6,1.0,9,12,2011,20.0112475,73.7902364,4.46e-05,8.0,306.06333340000003
7961,50th week,Maharashtra,Ahmednagar,Dengue,9,0.0,23,11,2011,19.1627725,74.8580243,8.71e-05,8.0,308.1666666
7963,50th week,Maharashtra,Thane,Malaria,124,0.0,16,11,2011,19.1943294,72.9701779,2.74e-05,,305.0333334
7987,4th week,Maharashtra,Beed,Dengue,90,,13,1,2010,18.9918442,75.909784,0.07696288843,7.0,303.1733334
7997,7th week,Maharashtra,Dhule,Malaria,24,,6,2,2010,21.13170235,74.48990147,0.008374208036,4.0,305.48
8046,16th week,Maharashtra,Beed,Dengue,22,,13,4,2010,18.9918442,75.909784,0.002298408724,4.0,318.728
8260,27th week,Maharashtra,Nashik,Malaria,24,,29,6,2010,20.0112475,73.7902364,0.3902859478,7.0,306.84000000000003
8528,41st week,Maharashtra,Solapur,Malaria,21,,30,9,2010,17.84990665,75.27632027,0.4142228389,,303.9266666
8553,43rd week,Maharashtra,Dhule,Malaria,53,1.0,9,10,2010,21.13170235,74.48990147,0.02104113884,11.0,308.144
8601,47th week,Maharashtra,Dhule,Malaria,13,,8,11,2010,21.13170235,74.48990147,0.009188413196,,306.22
8854,38th week,Maharashtra,Nashik,Malaria,34,1.0,12,9,2009,20.0112475,73.7902364,0.2447636287,15.0,300.7866666
8855,38th week,Maharashtra,Nashik,Dengue,57,0.0,15,9,2009,20.0112475,73.7902364,0.3437777824,21.0,301.06
8860,38th week,Maharashtra,Nashik,Dengue,39,0.0,31,8,2009,20.0112475,73.7902364,0.4474799293,6.0,295.82
8964,50th week,Maharashtra,Ratnagiri,Malaria,20,2.0,9,12,2009,17.2826079,73.4569787,6.93e-05,14.0,301.868
1,2nd week,Maharashtra,Mumbai,Malaria,0,0.0,10,1,2022,19.75907035,80.16228073,0.007479298714,9.0,299.97
1,2nd week,Maharashtra,Mumbai Suburban,Malaria,0,0.0,10,1,2022,19.75907035,80.16228073,0.007479298714,9.0,299.97
1,2nd week,Maharashtra,Yavatmal,Malaria,0,0.0,10,1,2022,19.75907035,80.16228073,0.007479298714,9.0,299.97
