Unnamed: 0,week_of_outbreak,state_ut,district,disease,cases,deaths,day,mon,year,Latitude,Longitude,rainfall,lai,temp_kelvin,temp_c,humidity,population,pop_density,urban_percent
1838,40th week,Maharashtra,Wardha,Dengue,62,2.0,13,8,2018,20.82562315,78.6131455,0.8882798395,,,,17.609576433229666,1300774,187,31.8
1871,44th week,Maharashtra,Amravati,Dengue,17,,25,10,2018,20.9521098,77.7333168,0.001005993219,10.0,310.9533334,37.80333340000004,10.277719379115236,2888445,237,40.5
1890,44th week,Maharashtra,Gadchiroli,Malaria,114,1.0,27,10,2018,19.75907035,80.16228073,0.005320785262,22.0,303.3566666,30.206666600000005,17.011838412355377,1072942,77,14.2
1907,46th week,Maharashtra,Nagpur,Dengue,15,,18,9,2018,21.1498134,79.0820556,0.02259216238,21.0,305.1633334,32.01333340000002,15.638339184244076,4653171,470,45.2
1909,46th week,Maharashtra,Nagpur,Dengue,18,1.0,23,8,2018,21.1498134,79.0820556,1.360221284,6.0,298.12,24.970000000000027,38.5023196364551,4653171,470,45.2
1910,46th week,Maharashtra,Nagpur,Dengue,52,1.0,11,9,2018,21.1498134,79.0820556,0.6023674312,20.0,301.61,28.460000000000036,25.98852284092369,4653171,470,45.2
1911,46th week,Maharashtra,Solapur,Dengue,16,1.0,25,10,2018,17.6912883,75.8841635,0.01100644841,7.0,313.58,40.43000000000001,8.092515932600941,4315527,290,33.7
1912,46th week,Maharashtra,Solapur,Dengue,7,1.0,31,10,2018,17.6912883,75.8841635,0.007979888095,,312.04400000000004,38.89400000000006,9.405522836358882,4315527,290,33.7
1917,47th week,Maharashtra,Nashik,Dengue,14,3.0,5,10,2018,20.0112475,73.7902364,0.199977881,20.0,304.168,31.01800000000003,18.7242863577846,6107187,393,38.3
1920,48th week,Maharashtra,Akola,Dengue,14,,30,11,2018,20.76181225,77.19211567,6.66e-05,8.0,307.208,34.05800000000005,13.559578047405354,1818617,321,43.2
1924,48th week,Maharashtra,Pune,Dengue,51,,4,10,2018,18.521428,73.8544541,0.3435667594,17.0,303.928,30.77800000000002,20.724815881529953,9429408,603,61.3
1936,50th week,Maharashtra,Akola,Dengue,8,,11,12,2018,20.76181225,77.19211567,0.01939602393,,303.944,30.79400000000004,16.670762900864688,1818617,321,43.2
1942,50th week,Maharashtra,Satara,Dengue,64,,29,9,2018,17.63612885,74.29827808,0.1610027176,,307.904,34.75400000000002,14.953199487413185,3003922,287,29.7
1951,1st week,Maharashtra,Sindhudurg,Malaria,2,1.0,2,1,2017,16.1357193,73.6522086,7.16e-05,17.0,303.80333340000004,30.653333400000065,16.553631153014152,849651,168,22.4
1965,3rd week,Maharashtra,Sindhudurg,Malaria,1,1.0,20,1,2017,16.1357193,73.6522086,6.23e-05,14.0,302.504,29.354000000000042,17.696121178633653,849651,168,22.4
2054,16th week,Maharashtra,Ratnagiri,Dengue,18,,11,4,2017,17.2826079,73.4569787,0.0006183158999,12.0,312.8466666,39.696666600000015,8.60793133191399,1612672,196,22.3
2149,23rd week,Maharashtra,Sindhudurg,Malaria,93,,1,6,2017,16.1357193,73.6522086,0.329188217,,303.93333340000004,30.78333340000006,20.540932991614323,849651,168,22.4
2260,29th week,Maharashtra,Thane,Dengue,56,,2,5,2017,19.1943294,72.9701779,0.001320360972,7.0,318.0833334,44.93333340000004,4.011668099117268,11060148,1157,72.1
2261,29th week,Maharashtra,Thane,Dengue,89,,29,4,2017,19.1943294,72.9701779,0.002979762189,7.0,318.384,45.23400000000004,3.7679486529856274,11060148,1157,72.1
2262,29th week,Maharashtra,Thane,Malaria,15,1.0,6,6,2017,19.1943294,72.9701779,0.3603882529,6.0,309.66400000000004,36.51400000000007,15.890338622409523,11060148,1157,72.1
2263,29th week,Maharashtra,Thane,Malaria,26,1.0,11,2,2017,19.1943294,72.9701779,3.37e-05,7.0,306.53000000000003,33.38000000000005,14.155386690539046,11060148,1157,72.1
2264,29th week,Maharashtra,Thane,Dengue,86,1.0,3,1,2017,19.1943294,72.9701779,7.53e-05,10.0,304.9466666,31.796666600000037,15.548254567673078,11060148,1157,72.1
2279,30th week,Maharashtra,Gadchiroli,Malaria,127,1.0,20,7,2017,19.75907035,80.16228073,3.48293604,,,,17.609576433229666,1072942,77,14.2
2323,32nd week,Maharashtra,Gadchiroli,Malaria,4,1.0,4,8,2017,19.75907035,80.16228073,0.2776156592,,302.99333340000004,29.843333400000063,20.724825014584937,1072942,77,14.2
2351,33rd week,Maharashtra,Satara,Dengue,26,,18,8,2017,17.63612885,74.29827808,0.1045410184,8.0,307.5133334,34.363333400000045,14.593088497077394,3003922,287,29.7
2402,35th week,Maharashtra,Sindhudurg,Malaria,11,,23,8,2017,16.1357193,73.6522086,1.135270023,13.0,298.35,25.200000000000045,35.496603916789496,849651,168,22.4
2420,36th week,Maharashtra,Sangli,Dengue,11,,16,8,2017,17.1726928,74.58676543,0.1404045846,11.0,303.96,30.810000000000002,18.16476394742312,2822143,329,32.8
2422,36th week,Maharashtra,Kolhapur,Malaria,6,,25,7,2017,16.7028412,74.2405329,0.7284388265,7.0,298.91,25.760000000000048,29.93401169806092,3876001,504,35.6
2440,37th week,Maharashtra,Aurangabad,Dengue,18,,12,9,2017,19.877263,75.3390241,0.194173318,9.0,300.8533334,27.70333340000002,21.566793622617023,3701282,365,42.3
2453,38th week,Maharashtra,Nagpur,Dengue,5,,15,9,2017,21.1498134,79.0820556,1.03122049,13.0,300.6,27.450000000000045,32.22128321675983,4653171,470,45.2
2454,38th week,Maharashtra,Sindhudurg,Malaria,5,,16,9,2017,16.1357193,73.6522086,0.7414077077,11.0,302.0466666,28.896666600000003,27.337319244926455,849651,168,22.4
2465,39th week,Maharashtra,Aurangabad,Dengue,25,,23,9,2017,19.877263,75.3390241,0.7067947874,19.0,301.12,27.970000000000027,27.720845912766233,3701282,365,42.3
2469,39th week,Maharashtra,Pune,Dengue,26,,12,5,2017,18.521428,73.8544541,0.08747467339,6.0,317.99,44.84000000000003,5.167442972187441,9429408,603,61.3
2470,39th week,Maharashtra,Pune,Dengue,8,1.0,29,7,2017,18.521428,73.8544541,0.8413701846,11.0,297.71,24.560000000000002,32.396674801883165,9429408,603,61.3
2471,39th week,Maharashtra,Pune,Dengue,6,1.0,29,8,2017,18.521428,73.8544541,0.7018421244,,300.3,27.150000000000034,28.380213686340976,9429408,603,61.3
2472,39th week,Maharashtra,Pune,Dengue,40,,19,8,2017,18.521428,73.8544541,0.2717663555,8.0,300.71,27.560000000000002,22.659842399181873,9429408,603,61.3
2475,39th week,Maharashtra,Pune,Dengue,13,2.0,28,9,2017,18.521428,73.8544541,0.2811133351,19.0,302.69333340000003,29.54333340000005,21.03222842220125,9429408,603,61.3
2484,40th week,Maharashtra,Nagpur,Dengue,529,4.0,4,10,2017,21.1498134,79.0820556,0.01103535607,25.0,303.94,30.79000000000002,16.570085459492304,4653171,470,45.2
2489,40th week,Maharashtra,Sangli,Dengue,58,,19,8,2017,17.1726928,74.58676543,0.1312180516,11.0,302.52,29.370000000000005,19.31658175283033,2822143,329,32.8
2510,41st week,Maharashtra,Jalgaon,Dengue,8,,30,9,2017,20.84288265,75.52612464,0.01302944824,,303.832,30.682000000000016,16.689909748614497,4224442,359,38.1
2511,41st week,Maharashtra,Thane,Dengue,7,1.0,23,9,2017,19.1943294,72.9701779,4.814444043,22.0,297.84000000000003,24.690000000000055,81.79685146074942,11060148,1157,72.1
2512,41st week,Maharashtra,Thane,Malaria,1,1.0,14,9,2017,19.1943294,72.9701779,0.7747909967,,300.605,27.45500000000004,29.02112970336852,11060148,1157,72.1
2523,42nd week,Maharashtra,Nashik,Dengue,7,1.0,1,10,2017,20.0112475,73.7902364,0.07059878798,19.0,303.25333340000003,30.103333400000054,17.91623555489722,6107187,393,38.3
2541,43rd week,Maharashtra,Beed,Dengue,50,2.0,19,10,2017,18.9918442,75.909784,0.1958354595,19.0,303.105,29.95500000000004,19.607440767609535,2585049,268,19.1
2552,44th week,Maharashtra,Beed,Dengue,19,1.0,28,10,2017,18.9918442,75.909784,0.007478004264,16.0,305.9033334,32.75333340000003,14.799238619122699,2585049,268,19.1
2553,44th week,Maharashtra,Parbhani,Dengue,14,,2,11,2017,19.29031365,76.60290343,0.003007790252,13.0,306.928,33.77800000000002,13.842458672733319,1836086,295,22.1
2570,45th week,Maharashtra,Satara,Dengue,23,,14,10,2017,17.63612885,74.29827808,0.7514111837,8.0,303.64,30.49000000000001,26.06084450095433,3003922,287,29.7
2571,45th week,Maharashtra,Satara,Dengue,28,,14,10,2017,17.63612885,74.29827808,0.7514111837,8.0,303.64,30.49000000000001,26.06084450095433,3003922,287,29.7
2572,45th week,Maharashtra,Thane,Dengue,24,3.0,9,10,2017,19.1943294,72.9701779,1.13654644,20.0,303.744,30.59400000000005,30.769143361258887,11060148,1157,72.1
2586,46th week,Maharashtra,Ahmednagar,Dengue,10,1.0,8,11,2017,19.1627725,74.8580243,7.74e-05,,304.8166666,31.666666600000042,15.662599951032439,4543159,266,22.4
2591,47th week,Maharashtra,Kolhapur,Dengue,1,1.0,21,11,2017,16.7028412,74.2405329,0.05927338315,9.0,305.87,32.72000000000003,15.47405202573659,3876001,504,35.6
2597,47th week,Maharashtra,Kolhapur,Dengue,4,1.0,14,11,2017,16.7028412,74.2405329,2.57e-05,10.0,306.3333334,33.18333340000004,14.328231380825368,3876001,504,35.6
2599,47th week,Maharashtra,Pune,Dengue,3,1.0,6,11,2017,18.521428,73.8544541,6.91e-05,18.0,304.3333334,31.183333400000038,16.087529362875834,9429408,603,61.3
2600,47th week,Maharashtra,Pune,Dengue,1,1.0,28,10,2017,18.521428,73.8544541,0.0572075111,14.0,305.648,32.49800000000005,15.643528101685735,9429408,603,61.3
2602,47th week,Maharashtra,Satara,Dengue,18,,1,10,2017,17.63612885,74.29827808,0.2448074611,13.0,305.295,32.14500000000004,18.291916078779035,3003922,287,29.7
2604,47th week,Maharashtra,Satara,Dengue,16,,27,10,2017,17.63612885,74.29827808,0.04106051663,12.0,306.124,32.974000000000046,15.023711735518408,3003922,287,29.7
2606,48th week,Maharashtra,Beed,Dengue,6,,30,11,2017,18.9918442,75.909784,9.52e-05,10.0,305.3933334,32.24333340000004,15.155713366841574,2585049,268,19.1
2612,49th week,Maharashtra,Palghar,Dengue,20,,13,11,2017,19.684661,72.82491116,3e-05,13.0,305.14,31.99000000000001,15.377676769890462,2990116,551,36.5
2627,51st week,Maharashtra,Sindhudurg,Dengue,6,,12,12,2017,16.1357193,73.6522086,0.03444098766,21.0,300.79200000000003,27.642000000000053,19.630062203143964,849651,168,22.4
2685,7th week,Maharashtra,Kolhapur,Dengue,7,1.0,12,2,2016,16.7028412,74.2405329,4.73e-05,5.0,307.5966666,34.446666600000015,13.217552447985925,3876001,504,35.6
2692,7th week,Maharashtra,Gadchiroli,Malaria,98,1.0,8,2,2016,19.75907035,80.16228073,7.18e-05,9.0,305.0766666,31.926666600000033,15.433891736791553,1072942,77,14.2
2693,7th week,Maharashtra,Pune,Dengue,22,,8,1,2016,18.521428,73.8544541,2.19e-05,,303.36400000000003,30.214000000000055,16.939352136182737,9429408,603,61.3
2738,13th week,Maharashtra,Beed,Dengue,11,1.0,29,2,2016,18.9918442,75.909784,0.02412643043,4.0,314.62,41.47000000000003,7.341470219661314,2585049,268,19.1
2739,13th week,Maharashtra,Kolhapur,Malaria,13,,30,3,2016,16.7028412,74.2405329,0.01202549065,5.0,315.2133334,42.06333340000003,6.6688973984557895,3876001,504,35.6
2799,17th week,Maharashtra,Sangli,Dengue,25,,16,4,2016,17.1726928,74.58676543,8.26e-05,6.0,319.92400000000004,46.77400000000006,2.377599749506109,2822143,329,32.8
2800,17th week,Maharashtra,Sangli,Dengue,13,,16,4,2016,17.1726928,74.58676543,8.26e-05,6.0,319.92400000000004,46.77400000000006,2.377599749506109,2822143,329,32.8
2825,18th week,Maharashtra,Nashik,Dengue,20,1.0,25,4,2016,20.0112475,73.7902364,0.002772524939,5.0,316.8266666,43.67666660000003,5.134851549536154,6107187,393,38.3
2845,19th week,Maharashtra,Kolhapur,Dengue,33,1.0,4,5,2016,16.7028412,74.2405329,0.03786334578,5.0,317.61333340000004,44.46333340000007,4.880393546500454,3876001,504,35.6
2846,19th week,Maharashtra,Raigad,Dengue,26,,2,5,2016,18.4928092,73.13807095,0.001269255466,9.0,314.5933334,41.44333340000003,7.080062350905917,2635394,368,36.9
2847,19th week,Maharashtra,Sindhudurg,Dengue,23,,7,4,2016,16.1357193,73.6522086,0.01459097598,17.0,308.824,35.674000000000035,12.319512569077158,849651,168,22.4
2869,20th week,Maharashtra,Nashik,Dengue,4,1.0,10,5,2016,20.0112475,73.7902364,0.09263780485,6.0,318.7666666,45.61666660000003,4.548804627778667,6107187,393,38.3
2980,23rd week,Maharashtra,Pune,Dengue,24,,24,4,2016,18.521428,73.8544541,0.01879334041,5.0,318.5566666,45.40666660000005,3.8131863168543054,9429408,603,61.3
2981,23rd week,Maharashtra,Pune,Dengue,47,,4,4,2016,18.521428,73.8544541,0.000185409968,5.0,317.3333334,44.18333340000004,4.657057670082546,9429408,603,61.3
3001,24th week,Maharashtra,Nashik,Dengue,20,,13,6,2016,20.0112475,73.7902364,0.1453856864,4.0,313.712,40.56200000000001,9.651141344660367,6107187,393,38.3
3002,24th week,Maharashtra,Nashik,Dengue,12,,15,6,2016,20.0112475,73.7902364,0.1926391201,4.0,311.975,38.825000000000045,11.767518559416864,6107187,393,38.3
3050,25th week,Maharashtra,Chandrapur,Malaria,28,1.0,5,5,2016,20.0967555,79.50454752,0.09036653885,7.0,317.2066666,44.05666660000003,5.89232948420322,2204307,192,32.4
3229,30th week,Maharashtra,Kolhapur,Malaria,18,,28,7,2016,16.7028412,74.2405329,1.556754063,3.0,303.6,30.450000000000045,36.13261802840581,3876001,504,35.6
3258,30th week,Maharashtra,Satara,Dengue,21,,9,6,2016,17.63612885,74.29827808,0.4248655963,,308.03000000000003,34.88000000000005,18.130793093423488,3003922,287,29.7
3306,31st week,Maharashtra,Jalna,Dengue,12,1.0,24,7,2016,19.91883295,75.87085986,0.5742483549,3.0,,,17.609576433229666,1958483,253,21.7
3339,32nd week,Maharashtra,Gadchiroli,Malaria,21,1.0,24,7,2016,19.75907035,80.16228073,0.9831762867,3.0,,,17.609576433229666,1072942,77,14.2
3352,33rd week,Maharashtra,Beed,Dengue,34,1.0,15,8,2016,18.9918442,75.909784,0.1049036388,8.0,302.98,29.83000000000004,18.58412383160284,2585049,268,19.1
3369,33rd week,Maharashtra,Ahmednagar,Dengue,19,1.0,8,8,2016,19.1627725,74.8580243,1.502518227,7.0,300.32,27.170000000000016,38.34106472200794,4543159,266,22.4
3370,33rd week,Maharashtra,Jalna,Dengue,12,,7,8,2016,19.91883295,75.87085986,1.1719982,4.0,,,17.609576433229666,1958483,253,21.7
3412,34th week,Maharashtra,Jalna,Dengue,7,1.0,15,8,2016,19.91883295,75.87085986,0.1013382559,7.0,303.7,30.55000000000001,17.90653763156569,1958483,253,21.7
3413,34th week,Maharashtra,Sangli,Dengue,9,,28,7,2016,17.1726928,74.58676543,0.9946768531,5.0,,,17.609576433229666,2822143,329,32.8
3467,36th week,Maharashtra,Nagpur,Dengue,37,,7,9,2016,21.1498134,79.0820556,0.1495673348,13.0,303.86,30.710000000000036,18.366892722319005,4653171,470,45.2
3537,38th week,Maharashtra,Jalgaon,Dengue,60,1.0,10,9,2016,20.84288265,75.52612464,0.08151527761,14.0,301.152,28.00200000000001,19.900150007436423,4224442,359,38.1
3564,39th week,Maharashtra,Osmanabad,Dengue,18,,19,3,2016,18.16984395,76.11796321,0.0007361318031,2.0,322.028,48.87800000000004,0.5355319214262955,1660311,219,25.7
3603,40th week,Maharashtra,Aurangabad,Dengue,39,,15,9,2016,19.877263,75.3390241,0.06488762857,4.0,305.72,32.57000000000005,15.675926431345413,3701282,365,42.3
3605,40th week,Maharashtra,Pune,Dengue,31,1.0,19,7,2016,18.521428,73.8544541,0.3972179572,,302.15000000000003,29.000000000000057,22.956979853418165,9429408,603,61.3
3606,40th week,Maharashtra,Satara,Dengue,22,,7,9,2016,17.63612885,74.29827808,0.05181965443,10.0,303.6,30.450000000000045,17.377349132099184,3003922,287,29.7
3611,40th week,Maharashtra,Sangli,Dengue,13,,3,8,2016,17.1726928,74.58676543,0.9991063172,,296.46,23.310000000000002,35.461687045083075,2822143,329,32.8
3628,41st week,Maharashtra,Jalgaon,Dengue,65,,20,9,2016,20.84288265,75.52612464,0.8467985339,,297.0,23.850000000000023,33.08868446463468,4224442,359,38.1
3704,47th week,Maharashtra,Ratnagiri,Dengue,40,,18,11,2016,17.2826079,73.4569787,0.02057572889,18.0,305.19,32.04000000000002,15.589759313786637,1612672,196,22.3
3720,48th week,Maharashtra,Nagpur,Dengue,6,,23,11,2016,21.1498134,79.0820556,4.12e-05,,303.9733334,30.823333400000024,16.403757938279455,4653171,470,45.2
3722,48th week,Maharashtra,Latur,Dengue,13,,31,10,2016,18.35159075,76.75542361,0.01018348899,,305.868,32.71800000000002,14.864027199574952,2455543,343,24.5
3760,2nd week,Maharashtra,Gadchiroli,Malaria,14,1.0,25,12,2014,19.75907035,80.16228073,5.02e-05,14.0,296.91200000000003,23.762000000000057,22.613455258573705,1072942,77,14.2
3800,9th week,Maharashtra,Chandrapur,Malaria,51,1.0,18,2,2015,20.0967555,79.50454752,0.001169453434,,307.072,33.922000000000025,13.692917859192155,2204307,192,32.4
3809,10th week,Maharashtra,Chandrapur,Dengue,6,1.0,24,11,2014,20.0967555,79.50454752,0.0024578931,,303.2,30.05000000000001,17.11392882169043,2204307,192,32.4
3810,10th week,Maharashtra,Chandrapur,Malaria,81,1.0,1,12,2014,20.0967555,79.50454752,3.1e-05,14.0,300.172,27.022000000000048,19.74644189082259,2204307,192,32.4
3811,10th week,Maharashtra,Satara,Malaria,74,1.0,9,12,2014,17.63612885,74.29827808,9.13e-05,8.0,306.26,33.110000000000014,14.393536741147672,3003922,287,29.7
3822,13th week,Maharashtra,Sangli,Dengue,15,,24,2,2015,17.1726928,74.58676543,6.17e-05,6.0,311.656,38.50600000000003,9.648041170965902,2822143,329,32.8
3847,16th week,Maharashtra,Satara,Dengue,8,,1,11,2014,17.63612885,74.29827808,0.1073499873,,306.5666666,33.41666660000004,15.460573798583969,3003922,287,29.7
3848,16th week,Maharashtra,Satara,Dengue,11,,2,9,2014,17.63612885,74.29827808,1.003676192,4.0,,,17.609576433229666,3003922,287,29.7
3849,16th week,Maharashtra,Satara,Dengue,22,,24,10,2014,17.63612885,74.29827808,0.07130009105,,307.136,33.98600000000005,14.510641813463742,3003922,287,29.7
3864,18th week,Maharashtra,Gadchiroli,Dengue,44,,25,4,2015,19.75907035,80.16228073,0.008913779688,9.0,311.85,38.700000000000045,9.587760914683868,1072942,77,14.2
3886,19th week,Maharashtra,Ahmednagar,Dengue,11,1.0,27,4,2015,19.1627725,74.8580243,0.01545371461,4.0,318.75,45.60000000000002,3.6015529316260224,4543159,266,22.4
3930,22nd week,Maharashtra,Nashik,Dengue,29,,24,5,2015,20.0112475,73.7902364,0.003372753075,,316.2766666,43.12666660000002,5.62599010712262,6107187,393,38.3
4041,27th week,Maharashtra,Kolhapur,Malaria,48,,26,6,2015,16.7028412,74.2405329,0.9542822088,,301.78000000000003,28.630000000000052,30.224771974815773,3876001,504,35.6
4094,29th week,Maharashtra,Gadchiroli,Malaria,37,1.0,9,7,2015,19.75907035,80.16228073,0.04433135715,18.0,303.36,30.210000000000036,17.49507696173924,1072942,77,14.2
4117,30th week,Maharashtra,Gadchiroli,Malaria,41,1.0,17,7,2015,19.75907035,80.16228073,0.3063071057,21.0,303.645,30.495000000000005,20.50933098821931,1072942,77,14.2
4184,32nd week,Maharashtra,Chandrapur,Dengue,70,,13,7,2015,20.0967555,79.50454752,0.2738675202,17.0,304.135,30.985000000000014,19.67415664859765,2204307,192,32.4
4185,32nd week,Maharashtra,Chandrapur,Dengue,87,,22,7,2015,20.0967555,79.50454752,0.3726414689,13.0,313.14,39.99000000000001,12.98632466562568,2204307,192,32.4
4186,32nd week,Maharashtra,Nagpur,Dengue,25,,27,7,2015,21.1498134,79.0820556,0.3560908714,,,,17.609576433229666,4653171,470,45.2
4195,33rd week,Maharashtra,Nashik,Dengue,10,,8,8,2015,20.0112475,73.7902364,0.4870072432,5.0,297.36,24.210000000000036,28.288203527666404,6107187,393,38.3
4213,33rd week,Maharashtra,Gadchiroli,Malaria,68,2.0,17,7,2015,19.75907035,80.16228073,0.3063071057,21.0,303.645,30.495000000000005,20.50933098821931,1072942,77,14.2
4296,36th week,Maharashtra,Chandrapur,Malaria,88,1.0,14,8,2015,20.0967555,79.50454752,0.8316976807,15.0,302.54,29.390000000000043,28.028732650967807,2204307,192,32.4
4344,38th week,Maharashtra,Kolhapur,Malaria,14,,10,9,2015,16.7028412,74.2405329,0.4009048268,8.0,310.55333340000004,37.403333400000065,15.613216346487945,3876001,504,35.6
4345,38th week,Maharashtra,Wardha,Malaria,23,,15,9,2015,20.82562315,78.6131455,0.1814095377,19.0,305.468,32.31800000000004,17.349685964631494,1300774,187,31.8
4387,39th week,Maharashtra,Satara,Dengue,11,,27,8,2015,17.63612885,74.29827808,0.09065298531,4.0,306.88,33.73000000000002,14.976948474552021,3003922,287,29.7
4388,39th week,Maharashtra,Satara,Dengue,10,,28,8,2015,17.63612885,74.29827808,0.07630872588,,305.61333340000004,32.46333340000007,15.91206235792988,3003922,287,29.7
4440,41st week,Maharashtra,Nanded,Dengue,15,,16,9,2015,19.09400875,77.48319215,1.047197061,18.0,304.15000000000003,31.000000000000057,29.29859761759202,3361292,319,23.3
4441,41st week,Maharashtra,Nashik,Malaria,36,,22,9,2015,20.0112475,73.7902364,1.461111818,,297.3466666,24.196666600000015,40.43972232134143,6107187,393,38.3
4454,42nd week,Maharashtra,Nashik,Dengue,18,,7,10,2015,20.0112475,73.7902364,0.4181637434,,303.05,29.900000000000034,22.42657634660797,6107187,393,38.3
4524,47th week,Maharashtra,Gadchiroli,Malaria,15,1.0,11,11,2015,19.75907035,80.16228073,2.07e-05,19.0,302.27,29.120000000000005,17.90137731971198,1072942,77,14.2
4525,47th week,Maharashtra,Gadchiroli,Malaria,30,1.0,16,11,2015,19.75907035,80.16228073,7.15e-05,,301.384,28.234000000000037,18.681139814742753,1072942,77,14.2
4541,48th week,Maharashtra,Kolhapur,Malaria,11,,19,11,2015,16.7028412,74.2405329,7.44e-05,9.0,305.7,32.55000000000001,14.885778115111787,3876001,504,35.6
4569,50th week,Maharashtra,Gadchiroli,Malaria,195,1.0,5,12,2015,19.75907035,80.16228073,0.009911550213,13.0,302.456,29.30600000000004,17.86107778598134,1072942,77,14.2
4597,52nd week,Maharashtra,Kolhapur,Malaria,60,,19,12,2015,16.7028412,74.2405329,0.0004126996655,,305.736,32.58600000000001,14.858336552090263,3876001,504,35.6
4598,52nd week,Maharashtra,Nashik,Dengue,10,,17,12,2015,20.0112475,73.7902364,0.001370455503,10.0,304.628,31.47800000000001,15.844624037690695,6107187,393,38.3
4601,53rd week,Maharashtra,Kolhapur,Malaria,3,1.0,26,12,2015,16.7028412,74.2405329,0.0001279093498,,305.0433334,31.893333400000017,15.463903501682477,3876001,504,35.6
4672,16th week,Maharashtra,Dhule,Dengue,94,2.0,13,4,2014,21.13170235,74.48990147,0.006512855831,5.0,318.6466666,45.496666600000026,3.580996513437472,2050862,285,35.4
4673,16th week,Maharashtra,Dhule,Dengue,18,1.0,16,4,2014,21.13170235,74.48990147,0.0003070607409,5.0,320.93333340000004,47.78333340000006,1.4928109488121795,2050862,285,35.4
4676,16th week,Maharashtra,Thane,Dengue,20,1.0,29,3,2014,19.1943294,72.9701779,6.47e-05,,315.53000000000003,42.38000000000005,6.241366038645254,11060148,1157,72.1
4681,17th week,Maharashtra,Dhule,Dengue,14,,17,4,2014,21.13170235,74.48990147,0.0003582729767,5.0,321.36,48.210000000000036,1.1182477241795095,2050862,285,35.4
4686,18th week,Maharashtra,Thane,Dengue,14,,20,4,2014,19.1943294,72.9701779,0.01034601794,9.0,315.49,42.34000000000003,6.404672268446715,11060148,1157,72.1
4700,20th week,Maharashtra,Ahmednagar,Dengue,16,,14,5,2014,19.1627725,74.8580243,0.003028381786,4.0,319.06,45.910000000000025,3.174094672687327,4543159,266,22.4
4704,20th week,Maharashtra,Ahmednagar,Dengue,20,,25,4,2014,19.1627725,74.8580243,0.0348545065,5.0,315.9166666,42.76666660000001,6.33490823726694,4543159,266,22.4
4713,21st week,Maharashtra,Gondia,Malaria,8,1.0,26,5,2014,21.455228,80.1962729,0.01192711893,9.0,314.5,41.35000000000002,7.294961533457451,1322331,253,20.2
4719,22nd week,Maharashtra,Beed,Dengue,12,,29,5,2014,18.9918442,75.909784,0.0001244868257,3.0,319.45,46.30000000000001,2.794947199535276,2585049,268,19.1
4740,23rd week,Maharashtra,Jalna,Dengue,28,,31,5,2014,19.91883295,75.87085986,0.0006152937121,3.0,318.66,45.51000000000005,3.495772946129547,1958483,253,21.7
4741,23rd week,Maharashtra,Nashik,Dengue,24,,2,6,2014,20.0112475,73.7902364,0.1594878922,,312.3966666,39.246666600000026,10.983566291628303,6107187,393,38.3
4749,23rd week,Maharashtra,Amravati,Dengue,17,,16,5,2014,20.9521098,77.7333168,0.002279639878,,322.6266666,49.476666600000044,0.02831334595552571,2888445,237,40.5
4750,23rd week,Maharashtra,Ahmednagar,Dengue,20,,25,4,2014,19.1627725,74.8580243,0.0348545065,5.0,315.9166666,42.76666660000001,6.33490823726694,4543159,266,22.4
4752,23rd week,Maharashtra,Bhandara,Dengue,31,,26,3,2014,21.12304765,79.79390882,0.0009984167211,7.0,312.03000000000003,38.88000000000005,9.330827438577364,1200334,293,19.8
4764,24th week,Maharashtra,Gadchiroli,Malaria,60,3.0,13,6,2014,19.75907035,80.16228073,0.0228762486,9.0,313.93333340000004,40.78333340000006,7.929729690893702,1072942,77,14.2
4798,26th week,Maharashtra,Beed,Dengue,21,,18,6,2014,18.9918442,75.909784,0.0501442662,,316.77500000000003,43.62500000000006,5.770657125117593,2585049,268,19.1
4807,26th week,Maharashtra,Gadchiroli,Malaria,11,1.0,16,6,2014,19.75907035,80.16228073,0.05543978912,9.0,316.4733334,43.323333400000024,6.101931801987042,1072942,77,14.2
4859,29th week,Maharashtra,Beed,Dengue,34,,17,7,2014,18.9918442,75.909784,0.4463907216,2.0,,,17.609576433229666,2585049,268,19.1
4893,30th week,Maharashtra,Beed,Dengue,34,,17,7,2014,18.9918442,75.909784,0.4463907216,2.0,,,17.609576433229666,2585049,268,19.1
4895,30th week,Maharashtra,Sangli,Dengue,7,,14,7,2014,17.1726928,74.58676543,0.6972850985,3.0,301.94,28.79000000000002,26.88124084963729,2822143,329,32.8
4896,30th week,Maharashtra,Sangli,Malaria,29,,16,7,2014,17.1726928,74.58676543,0.5561390554,3.0,301.94,28.79000000000002,25.122206052562245,2822143,329,32.8
4926,31st week,Maharashtra,Ahmednagar,Dengue,10,,12,7,2014,19.1627725,74.8580243,0.365054979,,313.56,40.410000000000025,12.52243892225928,4543159,266,22.4
4933,32nd week,Maharashtra,Osmanabad,Dengue,10,1.0,7,8,2014,18.16984395,76.11796321,0.4268564407,7.0,306.24,33.09000000000003,19.729691635714648,1660311,219,25.7
4956,33rd week,Maharashtra,Amravati,Dengue,25,1.0,7,8,2014,20.9521098,77.7333168,0.6478139446,6.0,,,17.609576433229666,2888445,237,40.5
4958,33rd week,Maharashtra,Nashik,Dengue,10,,8,8,2014,20.0112475,73.7902364,1.012877882,4.0,296.42,23.27000000000004,35.66849053164266,6107187,393,38.3
